,datetime,O,M,functional_units,SCI
101,2026-01-03 02:00:00+00:00,402.277556523801,30.35349485011852,162,0.002670562045518022
102,2026-01-03 02:30:00+00:00,369.2317581395293,24.75885482873632,153,0.0025751020455442196
103,2026-01-03 03:00:00+00:00,350.00140738224843,18.801354796316822,141,0.002615622426798335
104,2026-01-03 03:30:00+00:00,343.0003973605022,25.086077991840405,163,0.0022581992352904453
105,2026-01-03 04:00:00+00:00,397.42298292362415,37.41485241415198,198,0.002196150683524122
106,2026-01-03 04:30:00+00:00,424.5215377222379,28.39069722680271,131,0.0034573453049545084
107,2026-01-03 05:00:00+00:00,553.2712497515919,51.027128655082535,158,0.003824673281054901
108,2026-01-03 05:30:00+00:00,833.6966800054412,51.69339173224145,178,0.004974101526616195
109,2026-01-03 06:00:00+00:00,1031.99336060645,74.68718988679457,203,0.005451628327552929
110,2026-01-03 06:30:00+00:00,1373.0551518011207,69.67053765751464,192,0.007514196299263726
111,2026-01-03 07:00:00+00:00,1805.6143074713093,121.3129790681544,220,0.008758760393361199
112,2026-01-03 07:30:00+00:00,2407.2591022151746,137.4898244543257,187,0.013608283030318183
113,2026-01-03 08:00:00+00:00,2924.457554133803,159.11627304826752,236,0.013065990793144367
114,2026-01-03 08:30:00+00:00,2805.5110915556766,206.65987043373798,249,0.012097072136503673
115,2026-01-03 09:00:00+00:00,3134.1581664325695,284.54605432732734,276,0.012386609495506873
116,2026-01-03 09:30:00+00:00,3204.2086484729593,280.0288570322335,297,0.011731439412475397
117,2026-01-03 10:00:00+00:00,3841.141308199683,341.8290208795305,300,0.013943234430264044
118,2026-01-03 10:30:00+00:00,3349.6259214180955,341.0105737017384,251,0.014703731056254318
119,2026-01-03 11:00:00+00:00,4228.59332573723,383.76443058563177,315,0.014642405575628133
120,2026-01-03 11:30:00+00:00,3973.891064703585,412.6327585467917,254,0.017269778831694397
121,2026-01-03 12:00:00+00:00,4627.5481223053075,424.1247996171564,268,0.018849525828068894
122,2026-01-03 12:30:00+00:00,4509.892829555435,476.3911841746277,300,0.016620946712433544
123,2026-01-03 13:00:00+00:00,5364.055885685954,502.19847966715093,386,0.015197550169308564
124,2026-01-03 13:30:00+00:00,5595.897242382056,456.7247677273513,346,0.017493127196848
125,2026-01-03 14:00:00+00:00,6567.89477533806,506.61952155519396,347,0.020387649270585746
126,2026-01-03 14:30:00+00:00,6565.090140822448,435.37523955868056,269,0.02602403487130531
127,2026-01-03 15:00:00+00:00,6501.7586794151985,536.7687199980911,350,0.02011007828403797
128,2026-01-03 15:30:00+00:00,7447.931205355889,456.75287355263146,328,0.02409964658203817
129,2026-01-03 16:00:00+00:00,7409.538259559132,520.5577486132934,356,0.022275550584754004
130,2026-01-03 16:30:00+00:00,7214.175820556217,491.4024231293067,247,0.031196673051358398
131,2026-01-03 17:00:00+00:00,7212.207370853297,468.60605179256083,340,0.02259062771366429
132,2026-01-03 17:30:00+00:00,7838.126717872541,464.55278077912834,383,0.02167801435679287
133,2026-01-03 18:00:00+00:00,7825.911013034737,420.3714911946442,317,0.02601350947706429
134,2026-01-03 18:30:00+00:00,7269.2821055960385,420.81934879728453,289,0.02660934759305648
135,2026-01-03 19:00:00+00:00,6581.003239906261,394.68398345005176,302,0.02309830206409375
136,2026-01-03 19:30:00+00:00,6777.647825463485,348.53052810852563,276,0.025819486788304386
137,2026-01-03 20:00:00+00:00,5674.973986155841,323.5701171819394,249,0.024090538567621608
138,2026-01-03 20:30:00+00:00,5511.912311880903,299.9132703816215,278,0.02090584741821052
139,2026-01-03 21:00:00+00:00,4640.258974075287,252.14026188638664,244,0.020050816540826532
140,2026-01-03 21:30:00+00:00,4955.274162035004,242.82992544196296,242,0.021479768956516394
141,2026-01-03 22:00:00+00:00,3719.2548171029416,184.93873452751498,250,0.015616774206521826
142,2026-01-03 22:30:00+00:00,3412.791347572471,170.1196155468159,177,0.020242434819882978
143,2026-01-03 23:00:00+00:00,2787.0368592424197,115.8101218562988,228,0.012731785004818941
144,2026-01-03 23:30:00+00:00,3279.867941128582,139.1338040274878,211,0.01620379974007616
145,2026-01-04 00:00:00+00:00,2285.5934901074475,80.62918456747906,197,0.012011282612563078
146,2026-01-04 00:30:00+00:00,2212.716170313146,71.94992576403159,204,0.011199343608221458
147,2026-01-04 01:00:00+00:00,1787.0718813541564,36.50187069021977,165,0.011051962133602279
148,2026-01-04 01:30:00+00:00,1867.6097400320316,46.29916808451046,187,0.010234806995275627
149,2026-01-04 02:00:00+00:00,1429.1583391278177,26.94486526922866,179,0.008134654773167856
150,2026-01-04 02:30:00+00:00,1527.0043731526966,32.69046634108729,187,0.00834061411494002
151,2026-01-04 03:00:00+00:00,1498.5337118334153,23.1142997601764,163,0.009335263874807312
152,2026-01-04 03:30:00+00:00,1397.6453275078002,30.613078470667958,179,0.007979097240103174
153,2026-01-04 04:00:00+00:00,1503.9892198167747,24.78832945657079,206,0.007421250239190998
154,2026-01-04 04:30:00+00:00,1481.1151905586282,26.442173535562993,152,0.009918140553251258
155,2026-01-04 05:00:00+00:00,1648.8400163648805,40.10660475232859,192,0.008796596984985465
156,2026-01-04 05:30:00+00:00,1882.9865114101049,40.002788419846084,129,0.014906893797131403
157,2026-01-04 06:00:00+00:00,2327.9249781334474,76.10545090133621,181,0.01328193607201538
158,2026-01-04 06:30:00+00:00,2441.701177775856,76.84543740122197,165,0.015263918879861081
159,2026-01-04 07:00:00+00:00,3223.6065494809195,130.65980750708138,205,0.01636227491213659
160,2026-01-04 07:30:00+00:00,3146.091204732056,112.63980656089156,193,0.01688461663882356
161,2026-01-04 08:00:00+00:00,4038.7317130007814,205.34407827865343,195,0.021764491237330437
162,2026-01-04 08:30:00+00:00,3646.845397791299,172.67720770207734,247,0.015463654273252535
163,2026-01-04 09:00:00+00:00,4286.884835374658,213.34998286231888,217,0.02073840930063123
164,2026-01-04 09:30:00+00:00,4833.6374803779445,246.3644783276464,237,0.021434607420698696
165,2026-01-04 10:00:00+00:00,5672.11099250591,312.89558581206575,238,0.025147086463520908
166,2026-01-04 10:30:00+00:00,5340.968370403703,270.5181708788348,263,0.02133645072731003
167,2026-01-04 11:00:00+00:00,6594.9783596229145,337.6341701827714,340,0.020390036852369665
168,2026-01-04 11:30:00+00:00,6143.499226712454,335.8863468077136,302,0.02145491911761645
169,2026-01-04 12:00:00+00:00,6984.245822178691,415.9893730504116,283,0.026149240972541
170,2026-01-04 12:30:00+00:00,7216.818184940497,441.91059636225225,288,0.026592808268412326
171,2026-01-04 13:00:00+00:00,7214.964741564989,481.7673350899386,318,0.024203559989480903
172,2026-01-04 13:30:00+00:00,7852.914977513539,451.9624739568147,337,0.024643553268458025
173,2026-01-04 14:00:00+00:00,7916.294109621681,514.55202799635,321,0.026264318185725954
174,2026-01-04 14:30:00+00:00,7960.090249680657,506.33183657685606,314,0.026963127663240487
175,2026-01-04 15:00:00+00:00,7954.618718323773,498.2482056183543,306,0.027623748117457932
176,2026-01-04 15:30:00+00:00,8388.673227046851,463.1048204997535,331,0.02674253186569971
177,2026-01-04 16:00:00+00:00,8045.176028723897,524.3200008589151,285,0.030068407121343198
178,2026-01-04 16:30:00+00:00,8438.45746665122,475.7160005997454,371,0.024027421744611765
179,2026-01-04 17:00:00+00:00,7743.241500693342,461.87342643803464,365,0.022479766923647608
180,2026-01-04 17:30:00+00:00,7637.242597825757,481.0912153805894,314,0.025854566284096644
181,2026-01-04 18:00:00+00:00,8180.294986869265,445.79073418188455,295,0.0292409685459361
182,2026-01-04 18:30:00+00:00,6235.646198797515,440.2818504414776,314,0.021260917354264306
183,2026-01-04 19:00:00+00:00,5885.503024204578,361.0607367619886,313,0.019957072718743023
184,2026-01-04 19:30:00+00:00,6435.106807937784,349.9481174965471,316,0.021471692802007374
185,2026-01-04 20:00:00+00:00,5500.058488580021,343.0059377883519,217,0.026926564176812776
186,2026-01-04 20:30:00+00:00,5166.161474541432,311.74482747527827,255,0.021481985498104747
187,2026-01-04 21:00:00+00:00,4046.796945162321,259.4069627439131,235,0.01832427194853717
188,2026-01-04 21:30:00+00:00,3772.8648503113463,270.8112702733307,298,0.013569382954982138
189,2026-01-04 22:00:00+00:00,2764.7680945506963,189.5416004240597,176,0.016785850539629294
190,2026-01-04 22:30:00+00:00,2525.3895839455927,218.5922829633709,231,0.011878709380558284
191,2026-01-04 23:00:00+00:00,1679.2539758952908,120.42694929119926,167,0.010776532486146646
192,2026-01-04 23:30:00+00:00,1352.728083160312,131.13787627250707,238,0.0062347309219866354
193,2026-01-05 00:00:00+00:00,1217.7824538288417,83.05255918419414,185,0.007031540610881274
194,2026-01-05 00:30:00+00:00,1126.7629485984783,83.99596332288591,157,0.007711840203320791
195,2026-01-05 01:00:00+00:00,689.2713897704407,42.27546301435817,134,0.005459304871528349
196,2026-01-05 01:30:00+00:00,622.5222667201549,45.223905435587376,161,0.004147491752520139
197,2026-01-05 02:00:00+00:00,471.52726272098147,22.060362789894295,176,0.0028044751449481575
198,2026-01-05 02:30:00+00:00,476.30579603012666,22.218849231163382,155,0.003216288033943807
199,2026-01-05 03:00:00+00:00,437.6525641818872,23.999232764318588,153,0.003017332006184352
200,2026-01-05 03:30:00+00:00,402.7464987028402,29.3318738273987,183,0.0023610840028974803
201,2026-01-05 04:00:00+00:00,428.6615656433253,25.262647548811294,178,0.0025501360291693064
202,2026-01-05 04:30:00+00:00,381.2711048458731,35.70626112405878,96,0.004343514228853457
203,2026-01-05 05:00:00+00:00,556.2248097155297,53.59018909911143,178,0.0034259269596328148
204,2026-01-05 05:30:00+00:00,468.2533279866435,47.03015392800134,129,0.003994445596237557
205,2026-01-05 06:00:00+00:00,613.510602252616,92.42601821436965,169,0.004177139766076838
206,2026-01-05 06:30:00+00:00,584.3655762370987,80.72103353938492,179,0.00371556765238259
207,2026-01-05 07:00:00+00:00,1000.9243065351548,142.07537885988378,219,0.005219176645639445
208,2026-01-05 07:30:00+00:00,1158.2827475929716,139.89015661196277,207,0.006271366686980359
209,2026-01-05 08:00:00+00:00,1852.9840551011002,203.3131445281638,213,0.009653977463048188
210,2026-01-05 08:30:00+00:00,2155.5451858841043,212.1671624146063,247,0.00958587995262636
211,2026-01-05 09:00:00+00:00,2713.923840242455,287.5145945501107,223,0.013459365178441998
212,2026-01-05 09:30:00+00:00,2885.7343187647116,272.11547482145585,288,0.010964756227729747
213,2026-01-05 10:00:00+00:00,3983.1725178241213,330.4480510555519,294,0.014672178805713176
214,2026-01-05 10:30:00+00:00,4129.788207644447,303.732119334475,225,0.019704534786572987
215,2026-01-05 11:00:00+00:00,4830.223033166945,426.95032615290444,305,0.017236633964983112
216,2026-01-05 11:30:00+00:00,4654.215143536454,401.88609205126556,342,0.01478392174148456
217,2026-01-05 12:00:00+00:00,5104.375517637753,430.00972853534597,286,0.019350997364241604
218,2026-01-05 12:30:00+00:00,5324.243353401321,434.88513022053064,368,0.0156498056620159
219,2026-01-05 13:00:00+00:00,6268.941615466113,454.23815012764993,357,0.018832436318189812
220,2026-01-05 13:30:00+00:00,6062.868059138734,509.47790455923507,353,0.018618543806509825
221,2026-01-05 14:00:00+00:00,5997.756349625817,462.28355289521494,372,0.017365698662690946
222,2026-01-05 14:30:00+00:00,5960.719229703121,510.65849639024026,341,0.018977647290596367
223,2026-01-05 15:00:00+00:00,6992.619147358413,498.0564065003742,397,0.018868200387553623
224,2026-01-05 15:30:00+00:00,6318.898731088714,480.6413048630689,325,0.02092166164908241
225,2026-01-05 16:00:00+00:00,6643.477308083525,520.7632199292618,337,0.021258873970364352
226,2026-01-05 16:30:00+00:00,6301.290127797099,483.35709334998245,309,0.021956787123453336
227,2026-01-05 17:00:00+00:00,6627.043969712587,414.8399443858616,317,0.022214144839427283
228,2026-01-05 17:30:00+00:00,6166.755233655833,502.1224192246306,353,0.018892004682380916
229,2026-01-05 18:00:00+00:00,5638.962452689551,446.29741454495417,303,0.020083365898463715
230,2026-01-05 18:30:00+00:00,5843.260863922792,407.1120614940804,293,0.021332330803470554
231,2026-01-05 19:00:00+00:00,4509.409472596883,397.7521441076721,300,0.016357205389015184
232,2026-01-05 19:30:00+00:00,4525.593495659541,405.63444249539026,331,0.01489796960167653
233,2026-01-05 20:00:00+00:00,3533.4188760228285,335.905237171125,248,0.015602113359653039
234,2026-01-05 20:30:00+00:00,2869.342659315482,324.41874106070287,263,0.012143579469110969
235,2026-01-05 21:00:00+00:00,1932.6332737948903,276.88569525734846,242,0.009130243673769581
236,2026-01-05 21:30:00+00:00,1458.6120070174265,311.1910142087355,239,0.00740503356161574
237,2026-01-05 22:00:00+00:00,874.9979596073124,194.34444529643034,204,0.005241874533841877
238,2026-01-05 22:30:00+00:00,812.6501926898421,200.47963205827858,229,0.004424147706323671
239,2026-01-05 23:00:00+00:00,646.0765755119849,144.79618263463493,198,0.003994306859326363
240,2026-01-05 23:30:00+00:00,720.685554984794,146.45650257003766,201,0.004314139589825032
241,2026-01-06 00:00:00+00:00,583.002126326739,71.24356677043812,159,0.0041147527867746985
242,2026-01-06 00:30:00+00:00,549.8172919639889,81.09329775064279,171,0.003689535612366267
243,2026-01-06 01:00:00+00:00,442.56585044658914,52.87699999975805,184,0.0026926241872084083
244,2026-01-06 01:30:00+00:00,477.29805126833696,51.755094131609454,187,0.002829161205347307
245,2026-01-06 02:00:00+00:00,382.7217160184338,31.04283820060049,167,0.0024776320611918225
246,2026-01-06 02:30:00+00:00,395.52932746688055,28.73884435621555,176,0.002410614612631228
247,2026-01-06 03:00:00+00:00,382.0476547154436,24.0580442059989,174,0.002333940798399095
248,2026-01-06 03:30:00+00:00,407.8221953033618,21.917378270102617,143,0.00300517184317108
249,2026-01-06 04:00:00+00:00,390.95317571615135,26.866392459514056,156,0.0026783305652286244
250,2026-01-06 04:30:00+00:00,404.24873485193973,34.678552195211125,149,0.002945820718437254
251,2026-01-06 05:00:00+00:00,485.55713439133115,50.282773456971825,170,0.003151999457931194
252,2026-01-06 05:30:00+00:00,380.8462742019179,38.90715356780643,143,0.0029353386557323382
253,2026-01-06 06:00:00+00:00,770.833335201295,91.89435098866078,141,0.00611863607226919
254,2026-01-06 06:30:00+00:00,957.3936068225964,87.12949854108138,180,0.005802906140909322
255,2026-01-06 07:00:00+00:00,1404.7014767104715,136.0212089418858,205,0.007515720417816377
256,2026-01-06 07:30:00+00:00,1807.9212780734215,136.6995659589452,205,0.009485955336743252
257,2026-01-06 08:00:00+00:00,2466.2270412485213,211.07666701478033,192,0.013944290147204696
258,2026-01-06 08:30:00+00:00,2343.930797229859,203.7345464963666,200,0.012738326718631126
259,2026-01-06 09:00:00+00:00,3124.789294141212,261.764991649576,269,0.012589421136768728
260,2026-01-06 09:30:00+00:00,2802.910853429871,253.9455364929224,226,0.013525913229746873
261,2026-01-06 10:00:00+00:00,3396.7945345908147,354.8448911006446,256,0.014654841506607261
262,2026-01-06 10:30:00+00:00,3337.5053128936734,331.7164151069656,255,0.01438910481568878
263,2026-01-06 11:00:00+00:00,3779.0830084544796,415.45281129214516,304,0.01379781519653495
264,2026-01-06 11:30:00+00:00,4028.3256600216087,376.06011554117373,293,0.015032033363695503
265,2026-01-06 12:00:00+00:00,4572.608518287335,451.3953716705328,350,0.01435429682845105
266,2026-01-06 12:30:00+00:00,4503.926675554236,453.1794326027517,335,0.014797331666140261
267,2026-01-06 13:00:00+00:00,4673.30166692383,550.1868714128931,338,0.01545410810158794
268,2026-01-06 13:30:00+00:00,4761.130240314874,516.9034295688001,368,0.014342482798596939
269,2026-01-06 14:00:00+00:00,4952.922139670357,507.9251555244091,290,0.018830507914464712
270,2026-01-06 14:30:00+00:00,5354.610961595217,494.75048735426776,375,0.015598297197198626
271,2026-01-06 15:00:00+00:00,5561.043114222135,522.1105655587254,293,0.020761616654542184
272,2026-01-06 15:30:00+00:00,5600.094444242933,560.2983454436288,284,0.02169152390734705
273,2026-01-06 16:00:00+00:00,5538.40479230048,480.1520261491278,348,0.017294703501291975
274,2026-01-06 16:30:00+00:00,5901.492620998444,490.7433521203252,388,0.01647483498226487
275,2026-01-06 17:00:00+00:00,5273.461650559917,520.7401156396093,307,0.01887362138827207
276,2026-01-06 17:30:00+00:00,5122.672888478479,485.03656045698256,280,0.020027533746198076
277,2026-01-06 18:00:00+00:00,5445.743265023297,478.8122358318997,357,0.016595393559818476
278,2026-01-06 18:30:00+00:00,5556.927682052195,430.27941378207527,358,0.016724042167134835
279,2026-01-06 19:00:00+00:00,4593.774256622266,408.8111487012115,331,0.015113551073484825
280,2026-01-06 19:30:00+00:00,4060.880744025998,436.09180274611214,287,0.015668893891192023
281,2026-01-06 20:00:00+00:00,3522.761245979175,309.57683342894563,317,0.012089394572265363
282,2026-01-06 20:30:00+00:00,3476.7248168445763,307.33830536081024,238,0.01589942488321591
283,2026-01-06 21:00:00+00:00,2386.027047898587,271.19973281572095,258,0.010299328607419798
284,2026-01-06 21:30:00+00:00,2222.5364866768155,292.86476898994965,270,0.009316300946913944
285,2026-01-06 22:00:00+00:00,1783.829024675197,218.54939503056815,231,0.008668304847211103
286,2026-01-06 22:30:00+00:00,1554.916202805595,198.37932429199483,237,0.0073978714223527
287,2026-01-06 23:00:00+00:00,991.2144022319553,144.92972529948472,182,0.006242550151271648
288,2026-01-06 23:30:00+00:00,992.5488698206213,127.80239946442173,235,0.004767452209723588
289,2026-01-07 00:00:00+00:00,900.5164716813662,81.51453301218686,212,0.004632221720252609
290,2026-01-07 00:30:00+00:00,750.7222409059682,83.94687400503958,202,0.004132025321341623
291,2026-01-07 01:00:00+00:00,683.0347901035235,44.1218984038787,142,0.005120821750052128
292,2026-01-07 01:30:00+00:00,713.3576478361871,43.84360306109879,130,0.005824625006902198
293,2026-01-07 02:00:00+00:00,602.5480036879395,31.483609513809913,147,0.004313140225862241
294,2026-01-07 02:30:00+00:00,564.3325558673586,25.5022898169522,169,0.0034901470158834953
295,2026-01-07 03:00:00+00:00,619.4485222659358,20.951233476323814,188,0.0034063816794801046
296,2026-01-07 03:30:00+00:00,620.7522257868286,30.383686320283793,124,0.005251096065379939
297,2026-01-07 04:00:00+00:00,611.2307865940529,33.765678019911334,139,0.004640262335352261
298,2026-01-07 04:30:00+00:00,584.2472328571811,24.62747677471047,236,0.002579977583185981
299,2026-01-07 05:00:00+00:00,640.6558870717605,49.6196197787735,160,0.004314221917815838
300,2026-01-07 05:30:00+00:00,925.743453769628,35.3675993467615,158,0.0060829813488379085
