from,to,intensity.forecast,intensity.actual,intensity.index,datetime
2025-04-12T12:30Z,2025-04-12T13:00Z,57,55,low,12/04/2025 12:30
2025-04-12T13:00Z,2025-04-12T13:30Z,52,55,low,12/04/2025 13:00
2025-04-12T13:30Z,2025-04-12T14:00Z,45,46,low,12/04/2025 13:30
2025-04-12T14:00Z,2025-04-12T14:30Z,64,49,low,12/04/2025 14:00
2025-04-12T14:30Z,2025-04-12T15:00Z,50,54,low,12/04/2025 14:30
2025-04-12T15:00Z,2025-04-12T15:30Z,56,67,low,12/04/2025 15:00
2025-04-12T15:30Z,2025-04-12T16:00Z,58,84,low,12/04/2025 15:30
2025-04-12T16:00Z,2025-04-12T16:30Z,64,106,moderate,12/04/2025 16:00
2025-04-12T16:30Z,2025-04-12T17:00Z,87,111,moderate,12/04/2025 16:30
2025-04-12T17:00Z,2025-04-12T17:30Z,127,116,moderate,12/04/2025 17:00
2025-04-12T17:30Z,2025-04-12T18:00Z,118,126,moderate,12/04/2025 17:30
2025-04-12T18:00Z,2025-04-12T18:30Z,126,133,moderate,12/04/2025 18:00
2025-04-12T18:30Z,2025-04-12T19:00Z,133,138,moderate,12/04/2025 18:30
2025-04-12T19:00Z,2025-04-12T19:30Z,128,139,moderate,12/04/2025 19:00
2025-04-12T19:30Z,2025-04-12T20:00Z,129,137,moderate,12/04/2025 19:30
2025-04-12T20:00Z,2025-04-12T20:30Z,123,132,moderate,12/04/2025 20:00
2025-04-12T20:30Z,2025-04-12T21:00Z,125,132,moderate,12/04/2025 20:30
2025-04-12T21:00Z,2025-04-12T21:30Z,123,117,moderate,12/04/2025 21:00
2025-04-12T21:30Z,2025-04-12T22:00Z,127,105,moderate,12/04/2025 21:30
2025-04-12T22:00Z,2025-04-12T22:30Z,113,101,moderate,12/04/2025 22:00
2025-04-12T22:30Z,2025-04-12T23:00Z,94,89,low,12/04/2025 22:30
2025-04-12T23:00Z,2025-04-12T23:30Z,91,89,low,12/04/2025 23:00
2025-04-12T23:30Z,2025-04-13T00:00Z,83,89,low,12/04/2025 23:30
2025-04-13T00:00Z,2025-04-13T00:30Z,87,88,low,13/04/2025 00:00
2025-04-13T00:30Z,2025-04-13T01:00Z,86,90,low,13/04/2025 00:30
2025-04-13T01:00Z,2025-04-13T01:30Z,82,89,low,13/04/2025 01:00
2025-04-13T01:30Z,2025-04-13T02:00Z,78,75,low,13/04/2025 01:30
2025-04-13T02:00Z,2025-04-13T02:30Z,80,74,low,13/04/2025 02:00
2025-04-13T02:30Z,2025-04-13T03:00Z,72,76,low,13/04/2025 02:30
2025-04-13T03:00Z,2025-04-13T03:30Z,73,75,low,13/04/2025 03:00
2025-04-13T03:30Z,2025-04-13T04:00Z,75,72,low,13/04/2025 03:30
2025-04-13T04:00Z,2025-04-13T04:30Z,79,71,low,13/04/2025 04:00
2025-04-13T04:30Z,2025-04-13T05:00Z,77,71,low,13/04/2025 04:30
2025-04-13T05:00Z,2025-04-13T05:30Z,79,75,low,13/04/2025 05:00
2025-04-13T05:30Z,2025-04-13T06:00Z,72,82,low,13/04/2025 05:30
2025-04-13T06:00Z,2025-04-13T06:30Z,74,82,low,13/04/2025 06:00
2025-04-13T06:30Z,2025-04-13T07:00Z,76,80,low,13/04/2025 06:30
2025-04-13T07:00Z,2025-04-13T07:30Z,81,77,low,13/04/2025 07:00
2025-04-13T07:30Z,2025-04-13T08:00Z,70,75,low,13/04/2025 07:30
2025-04-13T08:00Z,2025-04-13T08:30Z,72,73,low,13/04/2025 08:00
2025-04-13T08:30Z,2025-04-13T09:00Z,74,72,low,13/04/2025 08:30
2025-04-13T09:00Z,2025-04-13T09:30Z,73,69,low,13/04/2025 09:00
2025-04-13T09:30Z,2025-04-13T10:00Z,69,66,low,13/04/2025 09:30
2025-04-13T10:00Z,2025-04-13T10:30Z,68,63,low,13/04/2025 10:00
2025-04-13T10:30Z,2025-04-13T11:00Z,67,62,low,13/04/2025 10:30
2025-04-13T11:00Z,2025-04-13T11:30Z,65,62,low,13/04/2025 11:00
2025-04-13T11:30Z,2025-04-13T12:00Z,62,61,low,13/04/2025 11:30
2025-04-13T12:00Z,2025-04-13T12:30Z,63,61,low,13/04/2025 12:00
2025-04-13T12:30Z,2025-04-13T13:00Z,66,63,low,13/04/2025 12:30
2025-04-13T13:00Z,2025-04-13T13:30Z,69,68,low,13/04/2025 13:00
2025-04-13T13:30Z,2025-04-13T14:00Z,65,71,low,13/04/2025 13:30
2025-04-13T14:00Z,2025-04-13T14:30Z,70,75,low,13/04/2025 14:00
2025-04-13T14:30Z,2025-04-13T15:00Z,83,79,low,13/04/2025 14:30
2025-04-13T15:00Z,2025-04-13T15:30Z,102,91,low,13/04/2025 15:00
2025-04-13T15:30Z,2025-04-13T16:00Z,83,106,moderate,13/04/2025 15:30
2025-04-13T16:00Z,2025-04-13T16:30Z,92,107,moderate,13/04/2025 16:00
2025-04-13T16:30Z,2025-04-13T17:00Z,99,117,moderate,13/04/2025 16:30
2025-04-13T17:00Z,2025-04-13T17:30Z,100,123,moderate,13/04/2025 17:00
2025-04-13T17:30Z,2025-04-13T18:00Z,122,131,moderate,13/04/2025 17:30
2025-04-13T18:00Z,2025-04-13T18:30Z,128,130,moderate,13/04/2025 18:00
2025-04-13T18:30Z,2025-04-13T19:00Z,140,135,moderate,13/04/2025 18:30
2025-04-13T19:00Z,2025-04-13T19:30Z,139,136,moderate,13/04/2025 19:00
2025-04-13T19:30Z,2025-04-13T20:00Z,146,134,moderate,13/04/2025 19:30
2025-04-13T20:00Z,2025-04-13T20:30Z,141,134,moderate,13/04/2025 20:00
2025-04-13T20:30Z,2025-04-13T21:00Z,128,115,moderate,13/04/2025 20:30
2025-04-13T21:00Z,2025-04-13T21:30Z,128,98,low,13/04/2025 21:00
2025-04-13T21:30Z,2025-04-13T22:00Z,112,91,low,13/04/2025 21:30
2025-04-13T22:00Z,2025-04-13T22:30Z,102,86,low,13/04/2025 22:00
2025-04-13T22:30Z,2025-04-13T23:00Z,89,87,low,13/04/2025 22:30
2025-04-13T23:00Z,2025-04-13T23:30Z,90,87,low,13/04/2025 23:00
2025-04-13T23:30Z,2025-04-14T00:00Z,94,86,low,13/04/2025 23:30
2025-04-14T00:00Z,2025-04-14T00:30Z,93,84,low,14/04/2025 00:00
2025-04-14T00:30Z,2025-04-14T01:00Z,88,87,low,14/04/2025 00:30
2025-04-14T01:00Z,2025-04-14T01:30Z,85,85,low,14/04/2025 01:00
2025-04-14T01:30Z,2025-04-14T02:00Z,79,82,low,14/04/2025 01:30
2025-04-14T02:00Z,2025-04-14T02:30Z,85,84,low,14/04/2025 02:00
2025-04-14T02:30Z,2025-04-14T03:00Z,83,95,low,14/04/2025 02:30
2025-04-14T03:00Z,2025-04-14T03:30Z,83,96,low,14/04/2025 03:00
2025-04-14T03:30Z,2025-04-14T04:00Z,92,103,moderate,14/04/2025 03:30
2025-04-14T04:00Z,2025-04-14T04:30Z,95,108,moderate,14/04/2025 04:00
2025-04-14T04:30Z,2025-04-14T05:00Z,101,119,moderate,14/04/2025 04:30
2025-04-14T05:00Z,2025-04-14T05:30Z,67,126,moderate,14/04/2025 05:00
2025-04-14T05:30Z,2025-04-14T06:00Z,122,126,moderate,14/04/2025 05:30
2025-04-14T06:00Z,2025-04-14T06:30Z,129,123,moderate,14/04/2025 06:00
2025-04-14T06:30Z,2025-04-14T07:00Z,117,117,moderate,14/04/2025 06:30
2025-04-14T07:00Z,2025-04-14T07:30Z,103,105,moderate,14/04/2025 07:00
2025-04-14T07:30Z,2025-04-14T08:00Z,101,96,low,14/04/2025 07:30
2025-04-14T08:00Z,2025-04-14T08:30Z,101,80,low,14/04/2025 08:00
2025-04-14T08:30Z,2025-04-14T09:00Z,94,67,low,14/04/2025 08:30
2025-04-14T09:00Z,2025-04-14T09:30Z,77,58,low,14/04/2025 09:00
2025-04-14T09:30Z,2025-04-14T10:00Z,69,59,low,14/04/2025 09:30
2025-04-14T10:00Z,2025-04-14T10:30Z,58,59,low,14/04/2025 10:00
2025-04-14T10:30Z,2025-04-14T11:00Z,58,59,low,14/04/2025 10:30
2025-04-14T11:00Z,2025-04-14T11:30Z,58,57,low,14/04/2025 11:00
2025-04-14T11:30Z,2025-04-14T12:00Z,60,52,low,14/04/2025 11:30
2025-04-14T12:00Z,2025-04-14T12:30Z,60,53,low,14/04/2025 12:00
2025-04-14T12:30Z,2025-04-14T13:00Z,55,56,low,14/04/2025 12:30
2025-04-14T13:00Z,2025-04-14T13:30Z,58,61,low,14/04/2025 13:00
2025-04-14T13:30Z,2025-04-14T14:00Z,63,68,low,14/04/2025 13:30
2025-04-14T14:00Z,2025-04-14T14:30Z,62,82,low,14/04/2025 14:00
2025-04-14T14:30Z,2025-04-14T15:00Z,66,103,moderate,14/04/2025 14:30
2025-04-14T15:00Z,2025-04-14T15:30Z,84,124,moderate,14/04/2025 15:00
2025-04-14T15:30Z,2025-04-14T16:00Z,110,144,moderate,14/04/2025 15:30
2025-04-14T16:00Z,2025-04-14T16:30Z,138,151,moderate,14/04/2025 16:00
2025-04-14T16:30Z,2025-04-14T17:00Z,160,155,moderate,14/04/2025 16:30
2025-04-14T17:00Z,2025-04-14T17:30Z,158,163,moderate,14/04/2025 17:00
2025-04-14T17:30Z,2025-04-14T18:00Z,161,164,moderate,14/04/2025 17:30
2025-04-14T18:00Z,2025-04-14T18:30Z,168,166,moderate,14/04/2025 18:00
2025-04-14T18:30Z,2025-04-14T19:00Z,169,170,moderate,14/04/2025 18:30
2025-04-14T19:00Z,2025-04-14T19:30Z,165,166,moderate,14/04/2025 19:00
2025-04-14T19:30Z,2025-04-14T20:00Z,162,163,moderate,14/04/2025 19:30
2025-04-14T20:00Z,2025-04-14T20:30Z,156,151,moderate,14/04/2025 20:00
2025-04-14T20:30Z,2025-04-14T21:00Z,146,125,moderate,14/04/2025 20:30
2025-04-14T21:00Z,2025-04-14T21:30Z,142,110,moderate,14/04/2025 21:00
2025-04-14T21:30Z,2025-04-14T22:00Z,131,99,low,14/04/2025 21:30
2025-04-14T22:00Z,2025-04-14T22:30Z,127,100,moderate,14/04/2025 22:00
2025-04-14T22:30Z,2025-04-14T23:00Z,100,104,moderate,14/04/2025 22:30
2025-04-14T23:00Z,2025-04-14T23:30Z,100,108,moderate,14/04/2025 23:00
2025-04-14T23:30Z,2025-04-15T00:00Z,99,105,moderate,14/04/2025 23:30
2025-04-15T00:00Z,2025-04-15T00:30Z,113,105,moderate,15/04/2025 00:00
2025-04-15T00:30Z,2025-04-15T01:00Z,111,103,moderate,15/04/2025 00:30
2025-04-15T01:00Z,2025-04-15T01:30Z,112,104,moderate,15/04/2025 01:00
2025-04-15T01:30Z,2025-04-15T02:00Z,112,104,moderate,15/04/2025 01:30
2025-04-15T02:00Z,2025-04-15T02:30Z,111,106,moderate,15/04/2025 02:00
2025-04-15T02:30Z,2025-04-15T03:00Z,111,114,moderate,15/04/2025 02:30
2025-04-15T03:00Z,2025-04-15T03:30Z,111,119,moderate,15/04/2025 03:00
2025-04-15T03:30Z,2025-04-15T04:00Z,123,126,moderate,15/04/2025 03:30
2025-04-15T04:00Z,2025-04-15T04:30Z,127,142,moderate,15/04/2025 04:00
2025-04-15T04:30Z,2025-04-15T05:00Z,144,169,moderate,15/04/2025 04:30
2025-04-15T05:00Z,2025-04-15T05:30Z,140,190,high,15/04/2025 05:00
2025-04-15T05:30Z,2025-04-15T06:00Z,183,207,high,15/04/2025 05:30
2025-04-15T06:00Z,2025-04-15T06:30Z,201,211,high,15/04/2025 06:00
2025-04-15T06:30Z,2025-04-15T07:00Z,217,207,high,15/04/2025 06:30
2025-04-15T07:00Z,2025-04-15T07:30Z,219,203,high,15/04/2025 07:00
2025-04-15T07:30Z,2025-04-15T08:00Z,218,203,high,15/04/2025 07:30
2025-04-15T08:00Z,2025-04-15T08:30Z,214,204,high,15/04/2025 08:00
2025-04-15T08:30Z,2025-04-15T09:00Z,207,203,high,15/04/2025 08:30
2025-04-15T09:00Z,2025-04-15T09:30Z,207,200,high,15/04/2025 09:00
2025-04-15T09:30Z,2025-04-15T10:00Z,211,195,high,15/04/2025 09:30
2025-04-15T10:00Z,2025-04-15T10:30Z,204,193,high,15/04/2025 10:00
2025-04-15T10:30Z,2025-04-15T11:00Z,199,191,high,15/04/2025 10:30
2025-04-15T11:00Z,2025-04-15T11:30Z,198,189,high,15/04/2025 11:00
2025-04-15T11:30Z,2025-04-15T12:00Z,196,191,high,15/04/2025 11:30
2025-04-15T12:00Z,2025-04-15T12:30Z,194,191,high,15/04/2025 12:00
2025-04-15T12:30Z,2025-04-15T13:00Z,192,188,high,15/04/2025 12:30
2025-04-15T13:00Z,2025-04-15T13:30Z,190,192,high,15/04/2025 13:00
2025-04-15T13:30Z,2025-04-15T14:00Z,186,192,high,15/04/2025 13:30
2025-04-15T14:00Z,2025-04-15T14:30Z,192,196,high,15/04/2025 14:00
2025-04-15T14:30Z,2025-04-15T15:00Z,195,197,high,15/04/2025 14:30
2025-04-15T15:00Z,2025-04-15T15:30Z,198,196,high,15/04/2025 15:00
2025-04-15T15:30Z,2025-04-15T16:00Z,201,200,high,15/04/2025 15:30
2025-04-15T16:00Z,2025-04-15T16:30Z,202,199,high,15/04/2025 16:00
2025-04-15T16:30Z,2025-04-15T17:00Z,204,195,high,15/04/2025 16:30
2025-04-15T17:00Z,2025-04-15T17:30Z,211,196,high,15/04/2025 17:00
2025-04-15T17:30Z,2025-04-15T18:00Z,202,195,high,15/04/2025 17:30
2025-04-15T18:00Z,2025-04-15T18:30Z,204,197,high,15/04/2025 18:00
2025-04-15T18:30Z,2025-04-15T19:00Z,200,188,high,15/04/2025 18:30
2025-04-15T19:00Z,2025-04-15T19:30Z,200,181,high,15/04/2025 19:00
2025-04-15T19:30Z,2025-04-15T20:00Z,185,166,moderate,15/04/2025 19:30
2025-04-15T20:00Z,2025-04-15T20:30Z,170,158,moderate,15/04/2025 20:00
2025-04-15T20:30Z,2025-04-15T21:00Z,158,140,moderate,15/04/2025 20:30
2025-04-15T21:00Z,2025-04-15T21:30Z,147,120,moderate,15/04/2025 21:00
2025-04-15T21:30Z,2025-04-15T22:00Z,133,94,low,15/04/2025 21:30
2025-04-15T22:00Z,2025-04-15T22:30Z,98,80,low,15/04/2025 22:00
2025-04-15T22:30Z,2025-04-15T23:00Z,92,74,low,15/04/2025 22:30
2025-04-15T23:00Z,2025-04-15T23:30Z,78,70,low,15/04/2025 23:00
2025-04-15T23:30Z,2025-04-16T00:00Z,69,67,low,15/04/2025 23:30
2025-04-16T00:00Z,2025-04-16T00:30Z,63,64,low,16/04/2025 00:00
2025-04-16T00:30Z,2025-04-16T01:00Z,66,66,low,16/04/2025 00:30
2025-04-16T01:00Z,2025-04-16T01:30Z,57,61,low,16/04/2025 01:00
2025-04-16T01:30Z,2025-04-16T02:00Z,59,65,low,16/04/2025 01:30
2025-04-16T02:00Z,2025-04-16T02:30Z,59,55,low,16/04/2025 02:00
2025-04-16T02:30Z,2025-04-16T03:00Z,61,56,low,16/04/2025 02:30
2025-04-16T03:00Z,2025-04-16T03:30Z,55,53,low,16/04/2025 03:00
2025-04-16T03:30Z,2025-04-16T04:00Z,55,52,low,16/04/2025 03:30
2025-04-16T04:00Z,2025-04-16T04:30Z,52,47,low,16/04/2025 04:00
2025-04-16T04:30Z,2025-04-16T05:00Z,50,47,low,16/04/2025 04:30
2025-04-16T05:00Z,2025-04-16T05:30Z,42,64,low,16/04/2025 05:00
2025-04-16T05:30Z,2025-04-16T06:00Z,47,74,low,16/04/2025 05:30
2025-04-16T06:00Z,2025-04-16T06:30Z,57,75,low,16/04/2025 06:00
2025-04-16T06:30Z,2025-04-16T07:00Z,69,78,low,16/04/2025 06:30
2025-04-16T07:00Z,2025-04-16T07:30Z,68,77,low,16/04/2025 07:00
2025-04-16T07:30Z,2025-04-16T08:00Z,65,72,low,16/04/2025 07:30
2025-04-16T08:00Z,2025-04-16T08:30Z,70,65,low,16/04/2025 08:00
2025-04-16T08:30Z,2025-04-16T09:00Z,63,59,low,16/04/2025 08:30
2025-04-16T09:00Z,2025-04-16T09:30Z,56,51,low,16/04/2025 09:00
2025-04-16T09:30Z,2025-04-16T10:00Z,47,47,low,16/04/2025 09:30
2025-04-16T10:00Z,2025-04-16T10:30Z,48,48,low,16/04/2025 10:00
2025-04-16T10:30Z,2025-04-16T11:00Z,44,45,low,16/04/2025 10:30
2025-04-16T11:00Z,2025-04-16T11:30Z,41,37,low,16/04/2025 11:00
2025-04-16T11:30Z,2025-04-16T12:00Z,42,36,low,16/04/2025 11:30
2025-04-16T12:00Z,2025-04-16T12:30Z,33,34,low,16/04/2025 12:00
2025-04-16T12:30Z,2025-04-16T13:00Z,33,37,low,16/04/2025 12:30
2025-04-16T13:00Z,2025-04-16T13:30Z,32,37,low,16/04/2025 13:00
2025-04-16T13:30Z,2025-04-16T14:00Z,37,39,low,16/04/2025 13:30
2025-04-16T14:00Z,2025-04-16T14:30Z,39,48,low,16/04/2025 14:00
2025-04-16T14:30Z,2025-04-16T15:00Z,40,59,low,16/04/2025 14:30
2025-04-16T15:00Z,2025-04-16T15:30Z,46,71,low,16/04/2025 15:00
2025-04-16T15:30Z,2025-04-16T16:00Z,64,94,low,16/04/2025 15:30
2025-04-16T16:00Z,2025-04-16T16:30Z,71,103,moderate,16/04/2025 16:00
2025-04-16T16:30Z,2025-04-16T17:00Z,103,110,moderate,16/04/2025 16:30
2025-04-16T17:00Z,2025-04-16T17:30Z,115,122,moderate,16/04/2025 17:00
2025-04-16T17:30Z,2025-04-16T18:00Z,125,128,moderate,16/04/2025 17:30
2025-04-16T18:00Z,2025-04-16T18:30Z,122,128,moderate,16/04/2025 18:00
2025-04-16T18:30Z,2025-04-16T19:00Z,130,123,moderate,16/04/2025 18:30
2025-04-16T19:00Z,2025-04-16T19:30Z,132,125,moderate,16/04/2025 19:00
2025-04-16T19:30Z,2025-04-16T20:00Z,131,127,moderate,16/04/2025 19:30
2025-04-16T20:00Z,2025-04-16T20:30Z,124,119,moderate,16/04/2025 20:00
2025-04-16T20:30Z,2025-04-16T21:00Z,122,100,moderate,16/04/2025 20:30
2025-04-16T21:00Z,2025-04-16T21:30Z,109,91,low,16/04/2025 21:00
2025-04-16T21:30Z,2025-04-16T22:00Z,89,76,low,16/04/2025 21:30
2025-04-16T22:00Z,2025-04-16T22:30Z,91,73,low,16/04/2025 22:00
2025-04-16T22:30Z,2025-04-16T23:00Z,81,72,low,16/04/2025 22:30
2025-04-16T23:00Z,2025-04-16T23:30Z,86,70,low,16/04/2025 23:00
2025-04-16T23:30Z,2025-04-17T00:00Z,76,69,low,16/04/2025 23:30
2025-04-17T00:00Z,2025-04-17T00:30Z,80,71,low,17/04/2025 00:00
2025-04-17T00:30Z,2025-04-17T01:00Z,72,68,low,17/04/2025 00:30
2025-04-17T01:00Z,2025-04-17T01:30Z,74,68,low,17/04/2025 01:00
2025-04-17T01:30Z,2025-04-17T02:00Z,71,69,low,17/04/2025 01:30
2025-04-17T02:00Z,2025-04-17T02:30Z,71,69,low,17/04/2025 02:00
2025-04-17T02:30Z,2025-04-17T03:00Z,68,79,low,17/04/2025 02:30
2025-04-17T03:00Z,2025-04-17T03:30Z,70,88,low,17/04/2025 03:00
2025-04-17T03:30Z,2025-04-17T04:00Z,80,125,moderate,17/04/2025 03:30
2025-04-17T04:00Z,2025-04-17T04:30Z,93,137,moderate,17/04/2025 04:00
2025-04-17T04:30Z,2025-04-17T05:00Z,138,150,moderate,17/04/2025 04:30
2025-04-17T05:00Z,2025-04-17T05:30Z,160,157,moderate,17/04/2025 05:00
2025-04-17T05:30Z,2025-04-17T06:00Z,156,154,moderate,17/04/2025 05:30
2025-04-17T06:00Z,2025-04-17T06:30Z,163,154,moderate,17/04/2025 06:00
2025-04-17T06:30Z,2025-04-17T07:00Z,157,150,moderate,17/04/2025 06:30
2025-04-17T07:00Z,2025-04-17T07:30Z,161,147,moderate,17/04/2025 07:00
2025-04-17T07:30Z,2025-04-17T08:00Z,146,140,moderate,17/04/2025 07:30
2025-04-17T08:00Z,2025-04-17T08:30Z,142,127,moderate,17/04/2025 08:00
2025-04-17T08:30Z,2025-04-17T09:00Z,134,127,moderate,17/04/2025 08:30
2025-04-17T09:00Z,2025-04-17T09:30Z,122,121,moderate,17/04/2025 09:00
2025-04-17T09:30Z,2025-04-17T10:00Z,124,114,moderate,17/04/2025 09:30
2025-04-17T10:00Z,2025-04-17T10:30Z,148,111,moderate,17/04/2025 10:00
2025-04-17T10:30Z,2025-04-17T11:00Z,111,110,moderate,17/04/2025 10:30
2025-04-17T11:00Z,2025-04-17T11:30Z,110,110,moderate,17/04/2025 11:00
2025-04-17T11:30Z,2025-04-17T12:00Z,108,109,moderate,17/04/2025 11:30
2025-04-17T12:00Z,2025-04-17T12:30Z,116,111,moderate,17/04/2025 12:00
2025-04-17T12:30Z,2025-04-17T13:00Z,120,119,moderate,17/04/2025 12:30
2025-04-17T13:00Z,2025-04-17T13:30Z,112,123,moderate,17/04/2025 13:00
2025-04-17T13:30Z,2025-04-17T14:00Z,127,131,moderate,17/04/2025 13:30
2025-04-17T14:00Z,2025-04-17T14:30Z,132,141,moderate,17/04/2025 14:00
2025-04-17T14:30Z,2025-04-17T15:00Z,140,158,moderate,17/04/2025 14:30
2025-04-17T15:00Z,2025-04-17T15:30Z,156,173,moderate,17/04/2025 15:00
2025-04-17T15:30Z,2025-04-17T16:00Z,174,190,high,17/04/2025 15:30
2025-04-17T16:00Z,2025-04-17T16:30Z,193,204,high,17/04/2025 16:00
2025-04-17T16:30Z,2025-04-17T17:00Z,209,211,high,17/04/2025 16:30
2025-04-17T17:00Z,2025-04-17T17:30Z,215,219,high,17/04/2025 17:00
2025-04-17T17:30Z,2025-04-17T18:00Z,229,223,high,17/04/2025 17:30
2025-04-17T18:00Z,2025-04-17T18:30Z,234,229,high,17/04/2025 18:00
2025-04-17T18:30Z,2025-04-17T19:00Z,243,234,high,17/04/2025 18:30
2025-04-17T19:00Z,2025-04-17T19:30Z,242,235,high,17/04/2025 19:00
2025-04-17T19:30Z,2025-04-17T20:00Z,247,234,high,17/04/2025 19:30
2025-04-17T20:00Z,2025-04-17T20:30Z,236,231,high,17/04/2025 20:00
2025-04-17T20:30Z,2025-04-17T21:00Z,241,227,high,17/04/2025 20:30
2025-04-17T21:00Z,2025-04-17T21:30Z,236,218,high,17/04/2025 21:00
2025-04-17T21:30Z,2025-04-17T22:00Z,228,203,high,17/04/2025 21:30
2025-04-17T22:00Z,2025-04-17T22:30Z,217,194,high,17/04/2025 22:00
2025-04-17T22:30Z,2025-04-17T23:00Z,200,186,high,17/04/2025 22:30
2025-04-17T23:00Z,2025-04-17T23:30Z,185,179,moderate,17/04/2025 23:00
2025-04-17T23:30Z,2025-04-18T00:00Z,186,168,moderate,17/04/2025 23:30
2025-04-18T00:00Z,2025-04-18T00:30Z,182,162,moderate,18/04/2025 00:00
2025-04-18T00:30Z,2025-04-18T01:00Z,175,156,moderate,18/04/2025 00:30
2025-04-18T01:00Z,2025-04-18T01:30Z,167,151,moderate,18/04/2025 01:00
2025-04-18T01:30Z,2025-04-18T02:00Z,157,145,moderate,18/04/2025 01:30
2025-04-18T02:00Z,2025-04-18T02:30Z,146,142,moderate,18/04/2025 02:00
2025-04-18T02:30Z,2025-04-18T03:00Z,138,133,moderate,18/04/2025 02:30
2025-04-18T03:00Z,2025-04-18T03:30Z,139,129,moderate,18/04/2025 03:00
2025-04-18T03:30Z,2025-04-18T04:00Z,130,131,moderate,18/04/2025 03:30
2025-04-18T04:00Z,2025-04-18T04:30Z,133,123,moderate,18/04/2025 04:00
2025-04-18T04:30Z,2025-04-18T05:00Z,131,126,moderate,18/04/2025 04:30
2025-04-18T05:00Z,2025-04-18T05:30Z,129,122,moderate,18/04/2025 05:00
2025-04-18T05:30Z,2025-04-18T06:00Z,125,125,moderate,18/04/2025 05:30
2025-04-18T06:00Z,2025-04-18T06:30Z,124,122,moderate,18/04/2025 06:00
2025-04-18T06:30Z,2025-04-18T07:00Z,126,124,moderate,18/04/2025 06:30
2025-04-18T07:00Z,2025-04-18T07:30Z,123,118,moderate,18/04/2025 07:00
2025-04-18T07:30Z,2025-04-18T08:00Z,123,118,moderate,18/04/2025 07:30
2025-04-18T08:00Z,2025-04-18T08:30Z,110,110,moderate,18/04/2025 08:00
2025-04-18T08:30Z,2025-04-18T09:00Z,110,93,low,18/04/2025 08:30
2025-04-18T09:00Z,2025-04-18T09:30Z,101,77,low,18/04/2025 09:00
2025-04-18T09:30Z,2025-04-18T10:00Z,86,70,low,18/04/2025 09:30
2025-04-18T10:00Z,2025-04-18T10:30Z,76,66,low,18/04/2025 10:00
2025-04-18T10:30Z,2025-04-18T11:00Z,67,62,low,18/04/2025 10:30
2025-04-18T11:00Z,2025-04-18T11:30Z,63,61,low,18/04/2025 11:00
2025-04-18T11:30Z,2025-04-18T12:00Z,60,61,low,18/04/2025 11:30
2025-04-18T12:00Z,2025-04-18T12:30Z,62,62,low,18/04/2025 12:00
2025-04-18T12:30Z,2025-04-18T13:00Z,63,64,low,18/04/2025 12:30
2025-04-18T13:00Z,2025-04-18T13:30Z,64,65,low,18/04/2025 13:00
2025-04-18T13:30Z,2025-04-18T14:00Z,64,64,low,18/04/2025 13:30
2025-04-18T14:00Z,2025-04-18T14:30Z,64,65,low,18/04/2025 14:00
2025-04-18T14:30Z,2025-04-18T15:00Z,65,70,low,18/04/2025 14:30
2025-04-18T15:00Z,2025-04-18T15:30Z,63,77,low,18/04/2025 15:00
2025-04-18T15:30Z,2025-04-18T16:00Z,69,85,low,18/04/2025 15:30
2025-04-18T16:00Z,2025-04-18T16:30Z,70,90,low,18/04/2025 16:00
2025-04-18T16:30Z,2025-04-18T17:00Z,76,89,low,18/04/2025 16:30
2025-04-18T17:00Z,2025-04-18T17:30Z,78,89,low,18/04/2025 17:00
2025-04-18T17:30Z,2025-04-18T18:00Z,83,90,low,18/04/2025 17:30
2025-04-18T18:00Z,2025-04-18T18:30Z,80,84,low,18/04/2025 18:00
2025-04-18T18:30Z,2025-04-18T19:00Z,84,78,low,18/04/2025 18:30
2025-04-18T19:00Z,2025-04-18T19:30Z,85,73,low,18/04/2025 19:00
2025-04-18T19:30Z,2025-04-18T20:00Z,78,69,low,18/04/2025 19:30
2025-04-18T20:00Z,2025-04-18T20:30Z,74,58,low,18/04/2025 20:00
2025-04-18T20:30Z,2025-04-18T21:00Z,69,52,low,18/04/2025 20:30
2025-04-18T21:00Z,2025-04-18T21:30Z,62,46,low,18/04/2025 21:00
2025-04-18T21:30Z,2025-04-18T22:00Z,54,47,low,18/04/2025 21:30
2025-04-18T22:00Z,2025-04-18T22:30Z,48,49,low,18/04/2025 22:00
2025-04-18T22:30Z,2025-04-18T23:00Z,47,51,low,18/04/2025 22:30
2025-04-18T23:00Z,2025-04-18T23:30Z,49,52,low,18/04/2025 23:00
2025-04-18T23:30Z,2025-04-19T00:00Z,53,52,low,18/04/2025 23:30
2025-04-19T00:00Z,2025-04-19T00:30Z,50,53,low,19/04/2025 00:00
2025-04-19T00:30Z,2025-04-19T01:00Z,52,53,low,19/04/2025 00:30
2025-04-19T01:00Z,2025-04-19T01:30Z,52,53,low,19/04/2025 01:00
2025-04-19T01:30Z,2025-04-19T02:00Z,51,55,low,19/04/2025 01:30
2025-04-19T02:00Z,2025-04-19T02:30Z,53,55,low,19/04/2025 02:00
2025-04-19T02:30Z,2025-04-19T03:00Z,53,56,low,19/04/2025 02:30
2025-04-19T03:00Z,2025-04-19T03:30Z,55,56,low,19/04/2025 03:00
2025-04-19T03:30Z,2025-04-19T04:00Z,54,56,low,19/04/2025 03:30
